LOAN_ID,CUSTOMER_ID,AGE,GENDER,STATE,OCCUPATION,MONTHLY_INCOME,LOAN_PRODUCT,LOAN_AMOUNT,SANCTION_AMOUNT,LOAN_TENURE,INTEREST_RATE,EMI_AMOUNT,BUREAU_SCORE,VINTAGE_MONTHS,CURRENT_DPD,MAX_DPD,OUTSTANDING_BALANCE,COLLECTION_BUCKET,LOAN_STATUS,DEFAULT_FLAG,WRITE_OFF_FLAG,DISBURSAL_DATE,LAST_PAYMENT_DATE,INCOME_IMPUTED,BUREAU_IMPUTED,FOIR,EMI_INCOME_RATIO_PCT,CREDIT_UTILIZATION,IS_DELINQUENT,LOAN_TO_INCOME,RISK_LABEL,APPROVAL_LABEL
LN0000527,CUST000685,52,Female,Madhya Pradesh,Salaried,40487.0,Consumer Durable Loan,68727,46130,6,11.06,7938.24,649.0,28,0,75,37471,Current,Active,0,0,2021-07-02,2023-10-02,0,0,0.1961,19.6,0.8123,0,0.09,High Risk,Reject
LN0000084,CUST000618,58,Female,Maharashtra,Self Employed,25349.0,Vehicle Loan,495520,391992,36,18.15,14200.96,715.0,50,15,75,154260,1-30,Active,0,0,2023-01-18,2027-01-28,0,0,0.5602,56.0,0.3935,1,1.29,Medium Risk,Approve with Conditions
LN0000731,CUST000693,43,Female,Telangana,Salaried,43811.0,Home Loan,3753860,2900523,300,15.6,38506.07,698.0,7,0,45,557188,Current,Active,0,0,2024-11-02,2025-05-16,0,0,0.8789,87.9,0.1921,0,5.52,Medium Risk,Reject
LN0000908,CUST000643,28,Female,Madhya Pradesh,Business,123276.0,Vehicle Loan,233321,151508,48,18.24,4469.57,618.0,69,75,75,92645,61-90,Delinquent,0,0,2020-06-15,2025-10-31,0,0,0.0363,3.6,0.6115,1,0.1,High Risk,Reject
LN0000187,CUST000415,55,Female,Gujarat,Self Employed,45816.0,MSME Loan,3837024,3469250,24,18.21,173551.41,763.0,13,30,30,609377,1-30,Active,0,0,2022-03-26,2023-02-28,0,0,1.0,100.0,0.1757,1,6.31,Medium Risk,Reject
LN0000232,CUST000134,28,Female,Delhi,Self Employed,45160.0,MSME Loan,1312745,1250831,36,16.36,44198.14,837.0,23,0,90,455406,Current,Active,0,0,2022-08-12,2024-06-14,0,0,0.9787,97.9,0.3641,0,2.31,Medium Risk,Reject
LN0000891,CUST000391,67,Female,West Bengal,Salaried,28791.0,Consumer Durable Loan,195977,183330,6,24.69,32792.68,800.0,28,0,30,155250,Current,Active,0,0,2024-05-12,2026-07-19,0,0,1.0,100.0,0.8468,0,0.53,Medium Risk,Reject
LN0000509,CUST000092,33,Male,Gujarat,Salaried,69355.0,Home Loan,2922014,2788827,180,20.67,50366.03,830.0,0,15,15,2584582,1-30,Active,0,0,2020-07-22,,0,0,0.7262,72.6,0.9268,1,3.35,High Risk,Reject
LN0000875,CUST000088,27,Female,West Bengal,Self Employed,42659.0,Personal Loan,76312,68991,48,18.32,2038.17,796.0,65,0,45,19682,Current,Active,0,0,2024-05-26,2029-08-23,0,0,0.0478,4.8,0.2853,0,0.13,Low Risk,Approve with Conditions
LN0000828,CUST000570,31,Male,Telangana,Business,100930.0,Consumer Durable Loan,41776,33610,9,16.7,3999.09,681.0,7,0,30,15289,Current,Active,0,0,2020-08-07,2020-06-24,0,0,0.0396,4.0,0.4549,0,0.03,Medium Risk,Approve with Conditions
LN0000041,CUST000484,40,Female,Tamil Nadu,Business,56778.0,Home Loan,4078108,2937648,120,21.49,59703.49,678.0,65,0,90,584220,Current,Active,0,0,2022-06-28,2027-10-02,0,0,1.0,100.0,0.1989,0,4.31,Medium Risk,Reject
LN0000492,CUST000666,21,Female,Rajasthan,Self Employed,61651.0,Consumer Durable Loan,109598,84879,9,13.43,9966.57,701.0,52,60,75,23805,31-60,Delinquent,0,0,2022-10-15,2026-11-21,0,0,0.1617,16.2,0.2805,1,0.11,Medium Risk,Approve with Conditions
LN0000383,CUST000348,50,Male,West Bengal,Salaried,57834.0,Personal Loan,732646,481841,48,10.94,12439.4,618.0,31,90,90,434571,61-90,Delinquent,1,0,2021-02-01,2023-05-20,0,0,0.2151,21.5,0.9019,1,0.69,High Risk,Reject
LN0000602,CUST000047,43,Female,Gujarat,Professional,41565.0,Personal Loan,361832,316533,48,10.64,8125.73,758.0,15,0,45,188196,Current,Active,0,0,2023-08-07,2024-10-23,0,0,0.1955,19.6,0.5946,0,0.63,Low Risk,Approve with Conditions
LN0000909,CUST000195,35,Female,West Bengal,Self Employed,41765.0,Home Loan,6286695,4434546,240,15.33,59477.78,606.0,15,0,60,3096087,Current,Active,0,0,2024-03-17,2025-05-08,0,0,1.0,100.0,0.6982,0,8.85,High Risk,Reject
LN0000785,CUST000664,41,Male,Uttar Pradesh,Business,38659.0,Personal Loan,81881,66872,24,13.0,3179.22,663.0,27,0,75,24136,Current,Active,0,0,2020-11-08,2023-01-20,0,0,0.0822,8.2,0.3609,0,0.14,Medium Risk,Approve with Conditions
LN0000003,CUST000697,29,Male,Delhi,Salaried,31962.0,Personal Loan,50000,49820,18,12.65,3053.19,804.0,27,15,90,43882,1-30,Active,0,0,2025-02-22,2027-04-19,0,0,0.0955,9.6,0.8808,1,0.13,Medium Risk,Approve with Conditions
LN0000953,CUST000664,47,Male,Madhya Pradesh,Salaried,67976.0,Personal Loan,458004,346856,36,19.55,12811.02,686.0,32,180,30,156677,90+,Delinquent,1,1,2023-04-27,2025-10-21,0,0,0.1885,18.8,0.4517,1,0.43,High Risk,Reject
LN0000747,CUST000067,32,Male,Karnataka,Business,25928.0,Vehicle Loan,454459,376535,48,49.0,10330.98,740.0,39,0,30,141206,Current,Active,0,0,2023-01-13,2026-03-19,0,0,0.3984,39.8,0.375,0,1.21,Low Risk,Approve with Conditions
LN0000773,CUST000189,48,Male,Telangana,Salaried,46391.0,Consumer Durable Loan,80973,65502,6,10.09,11240.52,739.0,42,0,90,27891,Current,Active,0,0,2023-07-27,2027-01-03,0,0,0.2423,24.2,0.4258,0,0.12,Low Risk,Approve with Conditions
LN0000930,CUST000210,43,Female,Madhya Pradesh,Salaried,65130.0,Home Loan,5238416,3895192,120,8.5,48294.81,641.0,31,0,150,1961108,Current,Active,0,0,2023-10-01,2026-03-05,0,0,0.7415,74.2,0.5035,0,4.98,High Risk,Reject
LN0000923,CUST000161,21,Female,Rajasthan,Salaried,37094.0,Home Loan,5707138,5707138,300,19.82,94959.83,822.0,58,0,60,1782910,Current,Active,0,0,2021-12-11,2026-09-13,0,0,1.0,100.0,0.3124,0,12.82,Medium Risk,Reject
LN0000543,CUST000285,50,Male,Rajasthan,Professional,71645.0,Consumer Durable Loan,147810,93541,24,10.81,4351.5,538.0,20,0,0,91485,Current,Active,0,0,2024-12-29,2026-08-13,0,0,0.0607,6.1,0.978,0,0.11,High Risk,Reject
LN0000788,CUST000594,47,Female,Rajasthan,Salaried,50126.0,MSME Loan,235352,174906,24,17.15,8660.36,648.0,29,7,7,79186,1-30,Active,0,0,2022-10-21,2025-01-25,0,0,0.1728,17.3,0.4527,1,0.29,High Risk,Reject
LN0000156,CUST000477,32,Male,West Bengal,Professional,93996.0,Personal Loan,505636,377200,24,12.94,17922.15,651.0,16,0,0,79625,Current,Active,0,0,2020-08-08,2021-11-26,0,0,0.1907,19.1,0.2111,0,0.33,Medium Risk,Approve with Conditions
LN0000298,CUST000267,37,Male,West Bengal,Salaried,234194.0,Personal Loan,277543,214734,60,13.5,4941.0,678.0,0,45,45,46951,31-60,Delinquent,0,0,2020-01-01,,0,0,0.0211,2.1,0.2186,1,0.08,Medium Risk,Approve with Conditions
LN0000308,CUST000281,36,Female,Maharashtra,Professional,25957.0,Personal Loan,303075,260096,48,16.08,7381.85,714.0,55,60,60,211812,31-60,Delinquent,0,0,2024-05-08,2028-08-02,0,0,0.2844,28.4,0.8144,1,0.84,Medium Risk,Approve with Conditions
LN0000259,CUST000399,39,Female,West Bengal,Self Employed,51306.0,Consumer Durable Loan,67784,43812,6,21.14,7758.78,601.0,24,0,30,20123,Current,Active,0,0,2023-09-18,2025-09-05,0,0,0.1512,15.1,0.4593,0,0.07,High Risk,Reject
LN0000225,CUST000337,33,Female,Tamil Nadu,Salaried,36543.0,Vehicle Loan,1196732,1178731,48,14.35,32417.9,810.0,18,0,150,971861,Current,Active,0,0,2020-08-11,2022-01-06,0,0,0.8871,88.7,0.8245,0,2.69,Medium Risk,Reject
LN0000620,CUST000185,44,Male,Karnataka,Business,23551.0,Consumer Durable Loan,186611,151289,12,16.84,13786.79,702.0,17,75,75,68778,61-90,Delinquent,0,0,2023-02-04,2024-03-27,0,0,0.5854,58.5,0.4546,1,0.54,High Risk,Reject
LN0000611,CUST000214,53,Female,Karnataka,Business,35065.0,Personal Loan,134152,120199,18,17.17,7621.92,733.0,31,0,0,113391,Current,Active,0,0,2022-09-29,2025-03-25,0,0,0.2174,21.7,0.9434,0,0.29,Low Risk,Approve with Conditions
LN0000235,CUST000036,27,Female,Karnataka,Salaried,49979.0,Personal Loan,97139,66590,18,20.79,4337.91,644.0,8,0,45,48855,Current,Active,0,0,2024-11-27,2025-07-17,0,0,0.0868,8.7,0.7337,0,0.11,High Risk,Reject
LN0000427,CUST000426,57,Female,Maharashtra,Self Employed,117058.0,Consumer Durable Loan,66861,51247,24,11.39,2397.8,658.0,68,15,60,40511,1-30,Active,0,0,2022-08-19,2028-02-10,0,0,0.0205,2.1,0.7905,1,0.04,Medium Risk,Approve with Conditions
LN0000376,CUST000163,58,Female,Tamil Nadu,Professional,49529.0,MSME Loan,1078618,971418,48,12.51,25825.09,775.0,39,0,60,458426,Current,Active,0,0,2020-02-11,2023-03-31,0,0,0.5214,52.1,0.4719,0,1.63,Low Risk,Approve with Conditions
LN0000151,CUST000090,44,Female,Rajasthan,Self Employed,78043.0,Consumer Durable Loan,88832,82474,9,13.87,9701.48,848.0,4,0,60,32793,Current,Active,0,0,2024-04-01,2024-07-26,0,0,0.1243,12.4,0.3976,0,0.09,Low Risk,Approve with Conditions
LN0000573,CUST000600,21,Female,Rajasthan,Professional,37307.0,Personal Loan,360294,310744,12,19.55,28718.73,735.0,68,0,15,191786,Current,Active,0,0,2025-07-06,2031-01-02,0,0,0.7698,77.0,0.6172,0,0.69,Medium Risk,Reject
LN0000276,CUST000371,49,Female,Rajasthan,Salaried,162975.0,Vehicle Loan,479961,430232,24,16.85,21240.65,727.0,50,30,45,200190,1-30,Active,0,0,2020-09-21,2024-09-10,0,0,0.1303,13.0,0.4653,1,0.22,Medium Risk,Approve with Conditions
LN0000240,CUST000159,21,Male,Telangana,Salaried,68599.0,Home Loan,2321119,1571455,300,18.18,24072.06,641.0,55,30,120,215348,1-30,Active,0,0,2024-04-11,2028-08-21,0,0,0.3509,35.1,0.137,1,1.91,High Risk,Reject
LN0000312,CUST000267,28,Male,West Bengal,Business,43856.0,Personal Loan,325522,292478,24,18.48,14669.62,718.0,30,0,90,126121,Current,Active,0,0,2023-12-12,2026-04-25,0,0,0.3345,33.4,0.4312,0,0.56,Low Risk,Approve with Conditions
LN0000028,CUST000347,29,Male,Delhi,Self Employed,88587.0,MSME Loan,735385,520372,36,9.27,16613.16,582.0,39,30,30,321815,1-30,Active,0,0,2021-06-22,2024-07-31,0,0,0.1875,18.8,0.6184,1,0.49,High Risk,Reject
LN0000873,CUST000239,32,Male,Delhi,Self Employed,26675.0,Personal Loan,755132,617499,60,13.2,14113.3,734.0,40,7,7,449765,1-30,Active,0,0,2023-03-02,2026-05-08,0,0,0.5291,52.9,0.7284,1,1.93,Medium Risk,Approve with Conditions
LN0000169,CUST000412,22,Male,West Bengal,Business,43384.0,Consumer Durable Loan,109467,89455,18,11.67,5441.45,655.0,5,0,30,11839,Current,Active,0,0,2020-07-23,2020-12-01,0,0,0.1254,12.5,0.1323,0,0.17,Medium Risk,Approve with Conditions
LN0000222,CUST000029,25,Female,West Bengal,Salaried,45609.0,MSME Loan,403706,265108,48,20.3,8109.77,520.0,66,0,75,149743,Current,Active,0,0,2020-06-27,2025-11-14,0,0,0.1778,17.8,0.5648,0,0.48,High Risk,Reject
LN0000236,CUST000555,41,Male,West Bengal,Salaried,46343.0,Personal Loan,682201,546318,36,8.5,17245.91,730.0,30,0,0,263678,Current,Active,0,0,2020-02-29,2022-07-27,0,0,0.3721,37.2,0.4826,0,0.98,Low Risk,Approve with Conditions
LN0000014,CUST000021,44,Male,Rajasthan,Business,52765.0,Personal Loan,107568,80905,60,21.69,2220.27,684.0,30,0,15,59355,Current,Active,0,0,2022-08-18,2025-01-17,0,0,0.0421,4.2,0.7336,0,0.13,Medium Risk,Approve with Conditions
LN0000134,CUST000204,53,Male,Karnataka,Salaried,45170.0,Personal Loan,50000,41067,24,8.69,1870.3,775.0,31,0,120,13657,Current,Active,0,0,2020-05-17,2022-11-21,0,0,0.0414,4.1,0.3326,0,0.08,Medium Risk,Approve with Conditions
LN0000286,CUST000591,44,Male,Gujarat,Self Employed,32504.0,Personal Loan,483928,339488,18,13.78,20984.48,632.0,67,0,150,121917,Current,Active,0,0,2020-11-02,2026-03-30,0,0,0.6456,64.6,0.3591,0,0.87,High Risk,Reject
LN0000069,CUST000158,31,Female,Delhi,Professional,56002.5,Vehicle Loan,878785,700706,36,17.94,25311.11,678.0,46,0,45,440964,Current,Active,0,0,2022-01-06,2025-09-04,1,0,0.452,45.2,0.6293,0,1.04,Medium Risk,Approve with Conditions
LN0000817,CUST000532,24,Female,Karnataka,Salaried,58888.5,Personal Loan,458797,318577,48,15.25,8906.66,654.0,48,0,75,80751,Current,Active,0,0,2023-09-02,2027-07-03,1,0,0.1512,15.1,0.2535,0,0.45,Medium Risk,Approve with Conditions
LN0000157,CUST000310,51,Female,Madhya Pradesh,Salaried,53550.0,Consumer Durable Loan,157431,138587,18,17.89,8835.39,716.0,33,75,90,38483,61-90,Delinquent,0,0,2023-09-15,2026-02-26,1,0,0.165,16.5,0.2777,1,0.22,High Risk,Reject
LN0000646,CUST000418,37,Male,Gujarat,Salaried,37306.0,MSME Loan,1838550,1499893,48,13.98,40971.74,764.0,71,0,150,335776,Current,Active,0,0,2024-05-13,2030-02-19,0,0,1.0,100.0,0.2239,0,3.35,Medium Risk,Reject
LN0000017,CUST000552,47,Female,Madhya Pradesh,Salaried,64837.0,MSME Loan,1311134,1311134,36,19.11,48133.9,827.0,15,30,30,548834,1-30,Active,0,0,2024-10-20,2025-11-02,0,0,0.7424,74.2,0.4186,1,1.69,Medium Risk,Reject
LN0000426,CUST000441,53,Male,West Bengal,Salaried,47867.0,Vehicle Loan,830720,724202,60,16.14,0.0,783.0,8,0,90,665528,Current,Active,0,0,2022-08-03,2023-03-11,0,0,0.0,0.0,0.919,0,1.26,Low Risk,Approve with Conditions
LN0000086,CUST000392,43,Male,Karnataka,Salaried,44924.0,Vehicle Loan,1327456,944656,60,13.06,21522.85,688.0,23,0,120,831055,Current,Active,0,0,2020-05-21,2022-03-03,0,0,0.4791,47.9,0.8797,0,1.75,Medium Risk,Approve with Conditions
LN0000356,CUST000063,41,Female,Karnataka,Salaried,46180.0,Home Loan,2882374,2114618,120,22.46,44372.69,584.0,55,75,75,670859,61-90,Delinquent,0,0,2020-12-11,2025-02-22,0,0,0.9609,96.1,0.3172,1,3.82,High Risk,Reject
LN0000098,CUST000573,43,Male,Telangana,Business,68015.0,MSME Loan,2094034,1370942,24,8.5,62317.09,545.0,53,0,0,851903,Current,Active,0,0,2022-02-16,2026-06-04,0,0,0.9162,91.6,0.6214,0,1.68,High Risk,Reject
LN0000664,CUST000558,34,Male,Delhi,Professional,79530.0,MSME Loan,868627,868627,24,16.76,42846.78,850.0,54,0,60,756324,Current,Active,0,0,2025-01-09,2029-06-14,0,0,0.5387,53.9,0.8707,0,0.91,Low Risk,Approve with Conditions
LN0000578,CUST000567,50,Male,Delhi,Salaried,42283.0,Home Loan,3451164,2622680,120,14.21,41053.22,662.0,35,75,150,1339498,61-90,Delinquent,0,0,2023-01-09,2025-08-21,0,0,0.9709,97.1,0.5107,1,5.17,High Risk,Reject
LN0000526,CUST000505,32,Male,Telangana,Self Employed,45576.0,MSME Loan,883903,622938,36,15.77,21829.98,667.0,17,0,15,122142,Current,Active,0,0,2021-08-24,2022-12-31,0,0,0.479,47.9,0.1961,0,1.14,Medium Risk,Approve with Conditions
LN0000972,CUST000204,32,Male,Delhi,Salaried,49036.0,Personal Loan,176617,166282,18,14.22,10312.53,850.0,51,30,30,154773,1-30,Active,0,0,2023-10-04,2027-11-11,0,0,0.2103,21.0,0.9308,1,0.28,Medium Risk,Approve with Conditions
LN0000925,CUST000328,50,Male,Telangana,Professional,49285.0,Vehicle Loan,100148,73987,36,16.66,2625.34,674.0,63,15,75,46707,1-30,Active,0,0,2022-12-16,2028-01-13,0,0,0.0533,5.3,0.6313,1,0.13,Medium Risk,Approve with Conditions
LN0000641,CUST000518,22,Female,West Bengal,Self Employed,49379.0,Personal Loan,237432,193696,24,20.11,9868.73,782.0,48,0,90,141396,Current,Active,0,0,2022-04-26,2026-03-23,0,0,0.1999,20.0,0.73,0,0.33,Low Risk,Approve with Conditions
LN0000320,CUST000277,27,Male,Maharashtra,Professional,83437.0,MSME Loan,1111316,953927,48,8.5,23512.68,769.0,27,0,45,885637,Current,Active,0,0,2020-05-27,2022-08-14,0,0,0.2818,28.2,0.9284,0,0.95,Low Risk,Approve with Conditions
LN0000632,CUST000377,26,Male,Rajasthan,Professional,51916.0,Personal Loan,183343,134001,24,13.55,6405.32,631.0,7,0,90,90874,Current,Active,0,0,2025-01-12,2025-08-10,0,0,0.1234,12.3,0.6782,0,0.22,High Risk,Reject
LN0000303,CUST000270,28,Male,Uttar Pradesh,Self Employed,29846.0,Personal Loan,444002,352392,36,20.32,13153.68,724.0,28,45,60,321788,31-60,Delinquent,0,0,2022-10-26,2024-12-05,0,0,0.4407,44.1,0.9132,1,0.98,Medium Risk,Approve with Conditions
LN0000016,CUST000111,32,Female,Telangana,Salaried,81313.0,Home Loan,5354889,3977436,300,16.77,56462.86,709.0,69,0,75,1244265,Current,Active,0,0,2020-10-08,2026-04-29,0,0,0.6944,69.4,0.3128,0,4.08,Medium Risk,Reject
LN0000080,CUST000119,36,Male,Maharashtra,Salaried,54925.0,Vehicle Loan,819562,579287,60,16.98,14390.55,633.0,68,7,60,111161,1-30,Active,0,0,2020-11-19,2026-05-13,0,0,0.262,26.2,0.1919,1,0.88,High Risk,Reject
LN0000250,CUST000687,44,Male,Telangana,Business,64966.0,Home Loan,3756650,2675291,180,22.78,52566.83,537.0,21,75,75,1139144,61-90,Delinquent,0,0,2025-04-24,2026-10-20,0,0,0.8091,80.9,0.4258,1,3.43,High Risk,Reject
LN0000359,CUST000527,37,Female,Delhi,Salaried,56182.0,Home Loan,7412911,5197915,180,18.45,85396.63,671.0,4,30,90,3448385,1-30,Active,0,0,2022-03-21,2022-06-08,0,0,1.0,100.0,0.6634,1,7.71,Medium Risk,Reject
LN0000040,CUST000620,26,Male,Maharashtra,Self Employed,39111.0,MSME Loan,150000,119868,36,14.08,4101.46,705.0,30,90,90,91945,61-90,Delinquent,1,0,2025-01-12,2027-03-19,0,0,0.1049,10.5,0.7671,1,0.26,High Risk,Reject
LN0000460,CUST000523,33,Male,Uttar Pradesh,Salaried,62891.0,Personal Loan,325243,294414,36,19.31,10838.25,817.0,65,90,90,68841,61-90,Delinquent,1,0,2025-07-23,2030-07-23,0,0,0.1723,17.2,0.2338,1,0.39,High Risk,Reject
LN0000765,CUST000657,22,Female,Madhya Pradesh,Salaried,34608.0,Vehicle Loan,693339,440666,48,22.25,13943.54,628.0,71,30,30,279367,1-30,Active,0,0,2021-02-06,2026-10-29,0,0,0.4029,40.3,0.634,1,1.06,High Risk,Reject
LN0000723,CUST000506,42,Female,Uttar Pradesh,Self Employed,48428.0,MSME Loan,1390360,1173389,36,20.29,43780.92,701.0,66,75,150,983690,61-90,Delinquent,0,0,2025-07-05,2030-08-31,0,0,0.904,90.4,0.8383,1,2.02,High Risk,Reject
LN0000546,CUST000347,57,Female,Maharashtra,Self Employed,110365.0,Personal Loan,429402,404493,48,14.65,11185.71,757.0,11,15,120,200957,1-30,Active,0,0,2023-03-17,2024-01-22,0,0,0.1014,10.1,0.4968,1,0.31,Medium Risk,Approve with Conditions
LN0000030,CUST000579,22,Male,West Bengal,Business,111205.0,MSME Loan,1840974,1616643,48,15.95,45774.73,790.0,30,45,45,1557793,31-60,Delinquent,0,0,2024-02-13,2026-05-14,0,0,0.4116,41.2,0.9636,1,1.21,Medium Risk,Approve with Conditions
LN0000580,CUST000148,43,Male,Rajasthan,Professional,43236.0,Personal Loan,478086,325337,60,18.52,8353.73,651.0,35,0,0,236929,Current,Active,0,0,2025-07-19,2028-04-20,0,0,0.1932,19.3,0.7283,0,0.63,Medium Risk,Approve with Conditions
LN0000810,CUST000125,36,Male,Rajasthan,Salaried,48626.0,Personal Loan,433703,355230,48,14.23,9748.22,717.0,66,0,15,300614,Current,Active,0,0,2023-11-15,2029-04-16,0,0,0.2005,20.0,0.8463,0,0.61,Low Risk,Approve with Conditions
LN0000220,CUST000629,89,Male,Uttar Pradesh,Self Employed,139649.0,Vehicle Loan,770412,668906,60,10.49,14374.09,718.0,9,0,120,466984,Current,Active,0,0,2023-12-16,2024-08-18,0,0,0.1029,10.3,0.6981,0,0.4,Medium Risk,Approve with Conditions
LN0000074,CUST000121,45,Male,Uttar Pradesh,Salaried,37201.0,Personal Loan,596488,409762,36,12.58,13723.75,575.0,65,0,15,143574,Current,Active,0,0,2024-02-11,2029-05-11,0,0,0.3689,36.9,0.3504,0,0.92,High Risk,Reject
LN0000754,CUST000626,23,Male,Tamil Nadu,Self Employed,50649.0,Vehicle Loan,1708465,1204933,48,14.6,33290.38,560.0,31,0,60,738328,Current,Active,0,0,2024-07-25,2027-01-06,0,0,0.6573,65.7,0.6128,0,1.98,High Risk,Reject
LN0000861,CUST000596,60,Male,Uttar Pradesh,Salaried,36376.0,Personal Loan,312122,238192,12,11.94,21156.39,738.0,23,0,90,0,Current,Active,0,0,2025-08-24,2027-06-12,0,0,0.5816,58.2,0.0,0,0.55,Low Risk,Approve with Conditions
LN0000595,CUST000550,29,Male,Tamil Nadu,Salaried,53550.0,Consumer Durable Loan,141184,120804,6,13.46,20931.77,714.0,63,30,150,71681,1-30,Active,0,0,2025-12-15,2031-01-09,1,0,0.3909,39.1,0.5934,1,0.19,Medium Risk,Approve with Conditions
LN0000024,CUST000330,46,Female,Uttar Pradesh,Salaried,52807.0,Vehicle Loan,730594,503180,36,20.93,18939.26,567.0,17,60,60,394745,31-60,Delinquent,0,0,2024-08-26,2025-10-29,0,0,0.3587,35.9,0.7845,1,0.79,High Risk,Reject
LN0000499,CUST000699,32,Male,Tamil Nadu,Salaried,28085.0,Consumer Durable Loan,118836,94951,24,17.79,4730.71,680.0,34,0,90,32173,Current,Active,0,0,2024-02-13,2026-11-11,0,0,0.1684,16.8,0.3388,0,0.28,Medium Risk,Approve with Conditions
LN0000475,CUST000597,38,Female,Tamil Nadu,Unknown,33964.0,Home Loan,5582641,3660511,180,23.34,73489.7,623.0,15,0,120,2759728,Current,Active,0,0,2025-07-12,2026-09-21,0,0,1.0,100.0,0.7539,0,8.98,High Risk,Reject
LN0000913,CUST000153,42,Male,West Bengal,Professional,93139.0,Personal Loan,401402,391499,24,18.52,19643.74,755.0,66,30,90,319956,1-30,Active,0,0,2023-09-23,2029-01-01,0,0,0.2109,21.1,0.8173,1,0.35,Medium Risk,Approve with Conditions
LN0000990,CUST000353,56,Female,Tamil Nadu,Self Employed,44634.0,Consumer Durable Loan,110349,104174,24,13.89,4996.28,850.0,53,0,60,28856,Current,Active,0,0,2022-05-10,2026-08-27,0,0,0.1119,11.2,0.277,0,0.19,Low Risk,Approve with Conditions
LN0000962,CUST000256,45,Female,Rajasthan,Professional,37131.0,MSME Loan,2595968,1658592,60,11.11,36152.86,616.0,31,7,7,898234,1-30,Active,0,0,2020-12-07,2023-05-21,0,0,0.9737,97.4,0.5416,1,3.72,High Risk,Reject
LN0000583,CUST000135,89,Female,Karnataka,Self Employed,77347.0,Personal Loan,523770,357810,36,15.27,12450.96,655.0,32,0,60,271718,Current,Active,0,0,2021-04-03,2023-10-19,0,0,0.161,16.1,0.7594,0,0.39,Medium Risk,Approve with Conditions
LN0000233,CUST000426,30,Female,Delhi,Salaried,58926.0,Personal Loan,727753,495248,60,12.4,11116.89,682.0,18,0,90,317042,Current,Active,0,0,2022-10-08,2024-02-27,0,0,0.1887,18.9,0.6402,0,0.7,Medium Risk,Approve with Conditions
LN0000959,CUST000528,28,Female,Madhya Pradesh,Salaried,95464.0,Personal Loan,77962,58613,36,11.04,1920.02,675.0,72,0,60,17308,Current,Active,0,0,2021-05-29,2027-03-17,0,0,0.0201,2.0,0.2953,0,0.05,Medium Risk,Approve with Conditions
LN0000626,CUST000522,37,Female,Maharashtra,Business,63266.0,MSME Loan,505124,409235,36,10.04,13212.55,771.0,71,0,15,240939,Current,Active,0,0,2024-07-02,2030-03-20,1,0,0.2088,20.9,0.5888,0,0.54,Low Risk,Approve
LN0000438,CUST000247,56,Male,Karnataka,Salaried,27980.0,Vehicle Loan,1299626,1253135,24,22.11,65078.42,850.0,17,0,45,385820,Current,Active,0,0,2021-01-31,2022-06-23,0,0,1.0,100.0,0.3079,0,3.73,Medium Risk,Reject
LN0000301,CUST000570,44,Female,Telangana,Self Employed,29180.0,Vehicle Loan,1075044,854916,60,17.67,21556.07,682.0,30,0,30,637955,Current,Active,0,0,2024-04-22,2026-09-13,0,0,0.7387,73.9,0.7462,0,2.44,Medium Risk,Reject
LN0000748,CUST000179,30,Female,Gujarat,Salaried,53917.0,Vehicle Loan,990244,847975,24,12.63,40167.06,786.0,17,0,75,823809,Current,Active,0,0,2020-08-16,2021-12-07,0,0,0.745,74.5,0.9715,0,1.31,Medium Risk,Reject
LN0000181,CUST000475,47,Female,Telangana,Business,36217.0,MSME Loan,2306132,2032518,36,19.36,74874.49,735.0,42,0,90,398506,Current,Active,0,0,2024-08-04,2027-12-07,0,0,1.0,100.0,0.1961,0,4.68,Medium Risk,Reject
LN0000174,CUST000380,35,Female,Maharashtra,Business,54484.0,Vehicle Loan,902000,627432,24,16.03,30730.02,649.0,1,15,90,587868,1-30,Active,0,0,2021-06-27,2021-06-20,0,0,0.564,56.4,0.9369,1,0.96,High Risk,Reject
LN0000136,CUST000636,42,Male,Gujarat,Salaried,38469.0,Personal Loan,127801,84286,12,15.58,999999.0,619.0,62,0,30,49519,Current,Active,0,0,2023-08-18,2028-08-22,0,0,1.0,100.0,0.5875,0,0.18,High Risk,Reject
LN0000719,CUST000691,89,Male,Delhi,Salaried,50172.0,Home Loan,3109879,1985338,120,14.68,31642.5,555.0,17,15,90,1125934,1-30,Active,0,0,2023-11-29,2025-03-02,0,0,0.6307,63.1,0.5671,1,3.3,High Risk,Reject
LN0000981,CUST000697,38,Female,Uttar Pradesh,Self Employed,88023.0,MSME Loan,1885980,1510998,60,12.76,34194.49,674.0,7,30,30,520195,1-30,Active,0,0,2022-07-21,2022-12-16,0,0,0.3885,38.8,0.3443,1,1.43,Medium Risk,Approve with Conditions
LN0000066,CUST000677,50,Female,Madhya Pradesh,Professional,37973.0,MSME Loan,2367320,1744751,60,10.95,37891.62,663.0,17,30,30,960802,1-30,Active,0,0,2023-11-17,2025-03-08,0,0,0.9979,99.8,0.5507,1,3.83,Medium Risk,Reject
LN0000609,CUST000441,21,Female,Tamil Nadu,Professional,33177.0,Consumer Durable Loan,56221,44794,12,17.41,4094.15,706.0,70,0,45,33811,Current,Active,0,0,2022-07-10,2028-04-01,0,0,0.1234,12.3,0.7548,0,0.11,Low Risk,Approve with Conditions
